content,labels
"விழுப்புரம்  தொகுதி நாடாளுமன்ற  தேர்தல் வேட்பாளர்
இயக்குநர்மு.களஞ்சியம் வேட்பாளர் வரிசை எண் : 4 
#Mike_VoiceOfPeople

#seemann #Seeman4TN #seemanquotes #seemanism 
#tamilnadupolitics #ntkgreenpolitics #ntk #NtkforTN #Ntkforchange 
#Naaamtamilarkatchi #naamthamilar #tamildesiyam ",Negative
"தா. கிருஷ்ணன் கொலை வழக்கு: அழகிரி விடுதலை

#திருட்டு_திமுக
 #சாத்தானின்_ஆட்சி
 #திருட்டு_திராவிடம்
#உபிஸ்பரிதாபங்கள்
#திராவிடமாடல்பரிதாபங்கள்
#DMKFailsTN

#சாத்தான்_செத்தொழிந்தநாள் ",Neutral
"""CountDown ஆரம்பம்""முதலமைச்சர் மு.க.ஸ்டாலின் எக்ஸ் தளத்தில் பதிவு
#MKStalin  #liveindiatamil

",Substantiated
"ஒவ்வொரு விடியல் பயணமும் வாக்குகளாகட்டும்!

வாக்களிப்பீர் திமுக+ 🖤❤️

#Vote4DMK #Vote4INDIA 👆 ",Substantiated
2021 ஆம் ஆண்டு ஸ்டாலின் தான் வாறாரு  விடியல் தரப்போறாருன்னு சொன்னாங்க...  ஏன் இப்போ 2024 இல் ஸ்டாலின் தான் வருகிறார் விடியல் தரப் போறாரு அப்படின்னு மக்களை சந்தித்து திமுக பிரச்சாரம் செய்யவில்லை ..??    #DMKFailsTN,Substantiated
"திருநெல்வேலி பாராளுமன்ற தொகுதி வேட்பாளர்  பா.சத்யா அவர்களுக்கு
வரிசை எண்: 7
#ஒலிவாங்கி_மைக் சின்னத்தில் வாக்களிக்க வேண்டும் 
#நாம்தமிழர் #நாம்தமிழர்கட்சி
#திருநெல்வேலி #நெல்லை
#நமதுசின்னம்_ஒலிவாங்கி
#NTK_Symbol_Mike  #Seeman #NTK #Seeman4TN #Seeman_Symbol_Mike 
#NTK4TN #nellai ",Positive
Siva Siva  என்னது,None of the above
"Video link : 
புத்தகம் படிக்கிறேன்னு புருடா விடாதீங்கபா! தாங்க முடியலை #edappadi #annamalai #aiadmk #jayalalitha",Opinionated
"பாஜக போன்ற கலவர கட்சிகளை உள்ளே விட்டால் அமைதி போய்விடும்  -  முதலமைச்சர் மு.க.ஸ்டாலின் 

 | #MKStalin #DMK #congress #BJP #INDIAAlliance ",Neutral
"ஆட்சிக்கு வந்தால் வட இந்தியர்களை திருப்பி அனுப்புவேன் - சீமான் 

#Seeman | #NTK | #Election2024 | #vanathisrinivasan | #sdcworld ",Opinionated
"நல்ல ட்ரைன்ல ஏரி போன கள்ள பய, கள்ள ட்ரைன்னுன்னு சொன்னான் யாரு அந்த கள்ள பயனு தெரியுமா?

#திருட்டுக்_கருணாநிதி
#திருட்டுதிமுக",Positive
"நாம் தமிழர் கட்சி சார்பாக #ஒலிவாங்கி (மைக்) சின்னத்தில் போட்டியிடும் பெரம்பலூர் நாடாளுமன்றத் தொகுதி வெற்றி வேட்பாளர் பேராசிரியர் தேன்மொழி அவர்களை ஆதரித்து 
13.04.2024 இன்று  தொட்டியம் வானப்பட்டரை
பகுதியில் தேர்தல் பரப்புரை மேற்கொண்டபோது.!

#மக்களின்_சின்னம்_ஒலிவாங்கி 
#Mike_ThePeoplesChoice",Opinionated
"ஏன் நாம் தமிழர் கட்சிக்கு வாக்களிக்க வேண்டும்?!

#2024_நாடாளுமன்றத்_தேர்தல் 
#மாற்றத்திற்கான_நேரம் 
#வாக்களிப்போம்_ஒலிவாங்கிக்கு 
#Vote4Change 
#Vote4Mike ",Opinionated
"*பவானி நடுவண் தொகுதி சார்பில்  ஜம்பை பேரூராட்சிக்குட்பட்ட பகுதிகளில் வீடு வீடாகச்சென்றுதுண்டறிக்கை வழங்கி வாக்கு சேகரிக்கும்
 களப்பணி நடைபெற்றது





#SeemanForCM
#விவசாயி 👳🏻🌾 #FundamentalChange #Seeman #NTK ",Positive
எத்தனை பொய்களைத்தான் நாடு தாங்கும்? -  முதல்வர் ஸ்டாலின்    #MKStalin | #DMK | #BJP | #TamilNadu | #PMModi | #VelichamTV,Opinionated
"சீமான் 🤐 அரசியல் 
#letslearnpolitics #politics #tamilnadu #ntk #naamtamilarkatchi #seeman ",Neutral
"மோடி ஆட்சியை விரட்டும் நேரம் வந்தாச்சு… 

தேசம் காக்க ‘கை’ சின்னத்தில் வாக்களிப்போம்.

#Vote4INDIA #RahulGandhi #PriyankaGandhiVadra #mkstalin #DMKITWING #Vote4Sudha #INDIAAllaince #VendamModi #NoVoteForBJP 

 |  | |  |  ",Sarcastic
"“உதயநிதி திமுகவின் தேர்தல் பீரங்கி.."" - வேலூர் மக்களவை திமுக வேட்பாளர் கதிர் ஆனந்த் 

#dmk #udhayanidhistalin #electioncampaign #News18TamilNadu #TamilNews ",Sarcastic
"நாம் தமிழர் கட்சி 🔥🔥🔥🔥

வனகாவலன் மகள் வித்யா ராணிக்கு

இன காவலனின் தம்பி தேர்தல் பிரச்சாரம். 🐅🐅🐅🐅🐅🐅

இன்று பெரிய சம்பவம் 💥💥

#வித்யாராணிவீரப்பன்
#கிருஷ்ணகிரி #Seeman

#சீமானின்_சின்னம்_ஓலிவாங்கி 

 

",Opinionated
"வெட்கமா இல்லையா...? ஸ்டாலினைத் தான் சொல்றேன் ; அண்ணாமலை திடீர் ஆவேசம்..!!
#trending #BJP #annamalai #coimbatore #dmk #mkstalin #aiadmk #reporter #pressmeet #electioncampaign #loksabhaelection2024 #parliamentaryelection2024 #updatenews360
 ",Positive
"”மாட்டிறைச்சியை இந்தியாதான் அதிக ஏற்றுமதி செய்கிறது; ஆனா..” பாஜக அரசை வெளுத்து வாங்கிய சீமான்

#Seeman | #NTK | #BJP | #Karnataka | #LokSabhaElections2024 | #ElectionWithPT ",Opinionated
"#காட்டுக்கூடலூர்_ஊராட்சியில் மாண்புமிகு முதலமைச்சர் #MKStalin  அவர்களின் ஆணைக்கிணங்க மாண்புமிகு இளைஞர் நலன் மற்றும் விளையாட்டு மேம்பாட்டுத்துறை அமைச்சர் #udaynidhistalin அவர்களின் அறிவுறுத்தலின்படி, கடலூர் நாடாளுமன்ற தொகுதி #INDIA கூட்டணி வெற்றி வேட்பாளர்  ",Positive
"எதுகை மோனையில் பாட்டுப்பாடிய சீமான்.. வீடியோ எடுத்து வைப் செய்த பொதுமக்கள்….
#Salem | #Seeman | #NTK | #SeemanSong ",Sarcastic
"இன்றைய நாளிதழில்...
#தென்காசி | #tenkasi | #JP4Tenkasi | #JOHNPANDIAN | #viyangopandian | #tamilpolitics | #annamalaiBJP | #DMKFailsTN | #BJPAlliance ",Opinionated
"சீமானுக்கு வெற்றி வாய்ப்பு எப்படி இருக்கு ? | Maalaimalar

#seeman #naamtamilarkatchi #mic #election #electioncampaign #ntk #Maalaimalar ",Sarcastic
"""அரசியல் சட்டத்தை மாற்றத் துடிக்கும் பாஜக ""

 | #MKStalin | #PMmodi | #BJP | #DMK | #LokSabhaElection2024 ",Opinionated
"தென் சென்னை அதிமுக வேட்பாளர் ஜெயவர்தன் தீவிர பிரச்சாரம் 

#ADMK #Candidate #Election2024 #ElectionCampaign #LokSabhaElection2024 #NewsTamil24x7 ",Neutral
"EXCLUSIVE | SPECIALSTORY | நெல்லையில் காங்கிரசுக்கு புதிய தொல்லை! ""தோற்றால் நாங்கள் பொறுப்பல்ல""
#trending #updatenews360 #breakingnews #dmk #mkstalin #trendingnews #congress #tncongress #exclusive #specialstory #rubymanohar #robertbursh #dmknews #stalin
 ",Positive
"இந்திய வரலாற்றில் முதன் முதலாக ஊழல் குற்றச்சாட்டுக்காகவே கருணாநிதி ஆட்சி கலைக்கப்பட்டது ....

ஊழல் நாயகன்...

#திருட்டு_திமுக
 #சாத்தானின்_ஆட்சி
 #திருட்டு_திராவிடம்
#உபிஸ்பரிதாபங்கள்
#திராவிடமாடல்பரிதாபங்கள்
#DMKFailsTN

#சாத்தான்_செத்தொழிந்தநாள் ",Negative
"#Dinamani | ''பாஜக ஆட்சியின் முடிவுக்கான கவுன்ட்டவுன் ஆரம்பம் ஆகிவிட்டது'' - முதல்வர் ஸ்டாலின்

#MKStalin #Stalin #BJP #NarendrModi #DMK ",Opinionated
"#Katchatheevu தாரைவார்த்தது #தமிழர்விரோதிதிமுக வும் காங்கிரசும் என போர்க் கொடி தூக்கியவர் #சீமான்

மதுக் கடைகளை மூடி கள்ளுக் கடைகளை திறப்போம் என கூறியவர் #Seeman

தமிழ்நாட்டை தமிழர்தான் ஆள வேண்டும் என கூறியவர் சீமான்

இன்று சீமானை காப்பி அடித்துக் கொண்டிருக்கிறார் #Annamalai 😏🤦",Neutral
என்னால அழுகையே கண்ட்ரோல் பண்ணமுடியல bro heart breaking moment இப்போவே 100 பேருக்கு share பன்ற,None of the above
"*வாகனப்பரப்புரை துவங்கும் இடம்* 

ஐ.சி. எப் பேருந்து நிறுத்தம்,

ஐ.ராஜா
வில்லிவாக்கம் தொகுதி

#சீமானின்_சின்னம்_ஒலிவாங்கி #NTK_Symbol_Mike #Seeman",Opinionated
"பருவகாலத்தில் பறவைகள் சரணாலயத்துக்கு வருவது போல், தேர்தல் காலங்களில் தமிழ்நாட்டில் வட்டமடிக்கும் பிரதமர் மோடி அவர்களே...

குஜராத் மாடல் - சவுக்கிதார் வேடங்கள் போலி என அம்பலமானதால், கேரண்டி கார்டுடன் #Elections2024-க்கு வந்திருக்கும் பிரதமர் மோடி அவர்களே...

இதோ இந்த கேரண்டிகளைத் தருவீர்களா?

* சாதிவாரிக் கணக்கெடுப்பு நடத்தப்படும்; 
இடஒதுக்கீட்டுக்கான உச்சவரம்பு நீக்கப்படும்

* எஸ்சி, எஸ்டி, ஓபிசி இடஒதுக்கீடு முறையாகக் கடைப்பிடிக்கப்படும்

* தமிழ்நாட்டுக்கு நீட் விலக்கு

* ஒருபோதும் இந்தி மற்றும் சமஸ்கிருதம் திணிக்கப்படாது

* ⁠மாநிலப் பட்டியலுக்குக் கல்வி மாற்றம்; கல்விக்கடன்கள் ரத்து

* ஆண்டுக்கு 2 கோடி இளைஞர்களுக்கு வேலை, ஊரக வேலை உறுதித் திட்டத்தில் ஊதியம் ரூ.400

* ⁠வேளாண் விளைபொருட்களுக்கு நியாயமான குறைந்தபட்ச ஆதரவு விலை நிர்ணயம்

* ⁠தாறுமாறாக உயர்த்தப்பட்ட பெட்ரோல், டீசல், கேஸ் சிலிண்டர் விலையைக் குறைப்பேன்; செஸ், சர் சார்ஜ் என்ற வரிக் கொள்ளை அறவே நீக்கம்

* அமலாக்கத்துறை - வருமான வரித்துறை - சி.பி.ஐ ஆகியவை சுதந்திரமாகச் செயல்படும்

* மாநிலங்களை வஞ்சிக்காத நியாயமான நிதிப் பகிர்வு தருவேன்

* ⁠வணிகர்களையும் சிறு குறு தொழில்களையும் வதைக்கும் ஜிஎஸ்டி வரியில் சீர்திருத்தம்

* கும்பல் வன்முறைகளை இரும்புக்கரம் கொண்டு ஒடுக்குவேன்

* வியாபம் முதல் தேர்தல் பத்திரங்கள் வரை பா.ஜ.க.வின் ஊழல்கள் குறித்த வெளிப்படையான விசாரணைக்கு உத்தரவிடுவேன்.

* கருத்துச் சுதந்திரம், பேச்சு சுதந்திரம், ஊடக சுதந்திரத்தை அனுமதிப்பேன்

* சீனா ஆக்கிரமித்துள்ள பகுதிகளை மீட்பேன்

* ⁠தமிழ்நாட்டு மீனவர்களின் படகுகளை மீட்பேன்; தாக்குதலை நிறுத்துவேன்

* ⁠அக்னிபத் திட்டத்தை ரத்து செய்வேன்

* வெள்ள நிவாரணத்துக்கு தேசிய பேரிடர் நிதியில் இருந்து உடனடி ஒதுக்கீடு

* ⁠சென்னை மெட்ரோ பணிகளுக்கு ஒப்புக்கொண்டபடி ஒன்றிய அரசின் நிதி விடுவிப்பு

* ⁠தமிழை இந்தியாவின் அலுவல் மொழியாக, திருக்குறளை தேசிய நூலாக, உயர் நீதிமன்றத்தில் தமிழை வழக்காடு மொழியாக்கச் சட்டம் இயற்றுவேன்

* ⁠ குடியுரிமைத் திருத்தச் சட்டத்தை வாபஸ் பெறுவேன்; சிறுபான்மை மக்களை இரண்டாம்தரக் குடிமக்களாக நடத்த மாட்டேன்

- என இதற்கெல்லாம் நீங்கள் கேரண்டி அளிக்கத் தயாரா?

இல்லையென்றால் உங்கள் கேரண்டி என்பது, ஊழல் கறை படிந்தவர்களுக்குக் காவிக்கறை பூசும் 'Made in BJP' வாஷிங் மெஷினுக்கு மட்டுமே என்பது மீண்டும் ஒருமுறை அம்பலமாகும்!

#பதில்_சொல்லுங்க_மோடி!",Opinionated
"#JUSTIN | எனது அண்ணன் ஸ்டாலின் - ராகுல் 

#RahulGandhi | #MKStalin | #Kovai | #Congress | #LokSabaElection2024 ",Sarcastic
"‘நாம் தமிழ் கட்சி ஆட்சிக்கு வந்தால்….’ :சீமான் அறிவிப்பு



#Election|#Erode|#NTK|#Seeman ",Positive
"(TTF) வாசன் அவர்கள் அண்ணன் செந்தமிழ்சீமான்க்கு வாக்கு செலுத்தும்படி பெரியவருக்கு அறிவுறித்தினார் மாற்று அரசியலை நோக்கி தமிழக இளைஞர்கள் ❤️🫂

#நாம்தமிழர் 
#Mike_ThePeoplesChoice 
#நமதுசின்னம்_ஒலிவாங்கி 
#Seeman ",Positive
"🇰🇬🎙️ 🏕️⛺🗻🏔️ மலைகளின் இளவரசி #கொடைக்கானல் உறவுகளுக்கு புரட்சிகர வாழ்த்துக்கள் ⛰️🌳🌴 🎙️🇰🇬

#மக்களின்_சின்னம்_மைக்
#Mike_VoiceOfPeople
🎙️🎙️🎙️🎙️🎙️🎙️🎙️🎙️🎙️ ",Substantiated
" எப்ப கரண்ட் வரும்.??

#DMK #PowerCut #Vellore ",Sarcastic
"இன்று காலை 6மணி முதல் சோழிங்கநல்லூர் மேற்கு தொகுதி கோவிலம்பாக்கம் ஊராட்சி வார்டு 2 மற்றும் 3. LIC நகர் பகுதியில் துண்டறிக்கை மற்றும் தானி வாகன பரப்புரை...
#Seeman
#சீமானின்_சின்னம்_ஓலிவாங்கி
 
 ",Opinionated
"தடுப்பு சுவரை தாண்டி குதித்து ஸ்டாலின்க்கு மைசூர்பாக் வாங்கி கொடுத்த ராகுல்காந்தி | CONGRESS | DMK 



#newstoday   #covid #india #instagram #love #follow #media #breakingnews #DMKFailsTN #CoimbatoreNews #Congress #DMK #RahulGandhiForPM #RahulGandhiForPM ",Sarcastic
"#NewsUpdates | ஈரோடு நாதக வேட்பாளர் கார்மேகத்தை ஆதரித்து சீமான் தீவிர வாக்குசேகரிப்பு

#NewsTamil24x7 | #Seeman | #Erode | #Karmegam | #NTK | #ElectionCampaign | #ParliamentElection2024 ",Opinionated
"இதுதான் திமுகவின் மக்கள் நல அரசியலோ!!!

#மலைவிழுங்கி #DMKFailsTN ",Opinionated
"துடியலூரில் தொழுகை முடித்து வந்த இஸ்லாமியர்களிடம் பி.ஆர்.ஜி.அருண்குமார் எம்.எல்.ஏ தலைமையில் வாக்குகளை சேகரித்த அதிமுகவினர்

#kovaiseithigal #kovai #ADMK  #ADMK_CBE  #ADMK_ERD #ADMKCampaign  #Elections2024  #singairamachandran      ",Opinionated
"குடும்ப ஆட்சிக்கு முடிவுகட்ட வேண்டும்-சாட்டை|tamizhanangu #sattaiduraimurugan #seemantodayspeech

Full link: 

#seeman  ",Opinionated
"  சொல்வதையும் செய்வோம் அது கலைஞர் பாணி! 

சொல்லாததையும் செய்வோம் இது ஸ்டாலின் பாணி!!
#Vote4RisingSun #Vote4INDIA   #2024elections  #DMK #Wing2point0 #MKStalin #UdhayanidhiStalin #DMKITWING #dmkyouthwing",Opinionated
"அமைச்சர்கள் யாரும் ஏன் அரசு மருத்துவமனைக்கு வருவதில்லை? 

#Seeman | #NTK | #DMK | #Loksabhaelection | #2024Election ",Neutral
"இந்த BJP தேவேடிய Boys அ என்ன செய்யல சொல்லுங்க 
#Vote4INDIA 
#TNWelcomeRahulGandhi 
#DMK 
#ADMK",Sarcastic
"சராய ஆலை அதிபர் #TRபாலு உருட்டுக்கள்.

#திருட்டுதிமுக ❤️ 🖤 ",Opinionated
" இதுபோல் வடிவமைப்பு செய்யுங்கள்...
#மக்களின்_சின்னம்_மைக் 
#Mike_VoiceOfPeople ",Sarcastic
"ஊழல் குறித்து பேச மோடி வெட்கப்பட வேண்டும்! - கோவை பரப்புரையில் முதல்வர் ஸ்டாலின்! 

#Modi #MkStalin #RahulGandhi ",Sarcastic
"Use this HasTag in All Your posts.

இந்த கொத்துக்குறியை உங்களின் அனைத்து பதிவுகளிலும் பயன்படுத்துங்கள்.!

#Mike_VoiceOfPeople ",None of the above
சாதியை வைத்து மலம் அள்ளச் சொல்லும் மோடி | பாஜக | அண்ணாமலை | அமித்ஷா #scavenge #caste #castediscrimination #modi #bjp #dmk #admk #rahulgandhi #narendramodi #congress #mkstalin #annamalai #amitshah #novotetobjp #bjpfailsindia #bjpfail #tamilnadupothumedai #tamilnadu,Opinionated
"அப்பா திருடன் மகன் திருடன்...
குட்டிக்கதை சொன்ன சீமான், குலுங்கி சிரித்த கூட்டம் ! 
#NTK #mike #seeman
#சீமான் #நாம்தமிழர்கட்சி_சின்னம்_ஒலிவாங்கி
#திருடர்_முன்னேற்ற_கழகம் ",Sarcastic
"கள்ளக் கூட்டணினு திரும்பத் திரும்ப சொல்வதால் எதை முன்னிறுத்தப் பார்க்கிறார் ஸ்டாலின்?

#Minnambalam #nellaimubarak #Modi #MKStalin #BJP #SDPI ",Substantiated
பிரதமர் மோடிக்கு அலர்ஜியாக உள்ளது - முதல்வர் ஸ்டாலின்   #MKStalin  | #CMStalin | #DMK | #Elections2024 |   #PMmod |  | #VelichamTV,Sarcastic
நாளுக்கு நாள் அரசியலில் புதிய புரட்சி ஏற்படுத்திக் கொண்டிருக்கும் நாகை பாராளுமன்ற வேட்பாளர் கோவை கார்த்திகா அவர்களுக்கு புரட்சி வாழ்த்துக்கள் 🔥🔥🔥,Opinionated
"மக்கள் மனம் வென்ற அன்பின் அதிபதி எங்கள் அண்ணன்!🖤❤️

#UdhayanidhiStalin #சின்னவர் #திராவிடமாடல்
#DMK #DMKGovt #Vote4DMK #PMModiji #ShameOnModi
#NoVoteToBJP #EllorumNammudan ",Opinionated
"Behindwoods பேட்டியில் அவங்களும் கேக்கல.. அண்ணாமலையும் சொல்லல - இனியவள் ரஜினி | Seeman | NTK

முழு பேட்டி ▶️  

#Seeman #Kaliyammal  #Behindwoods",Opinionated
"ஆந்திர முதல்வர் மீது கல்வீச்சு - மு.க.ஸ்டாலின் கண்டனம்!

#jaganmohanreddy #MKStalin #elections #AndhraPradesh #TheImperfectShow ",Opinionated
"2014 ல் இந்த கபோதி ஆட்சிக்கு வந்தபோது
சென்னையில் 
 பொன்னி அரிசி 40₹ 
இப்போது அதே அரிசி 76 ₹

நாசமாபோன நாதாரி ஒழியனும் ",Opinionated
"கட்சியின் கொத்தடிமை கும்பலுக்கு ஓட்டுக்கு ரூ.2000 கொடுத்தாலும் கூட, வேறு கட்சிகளின் கூட்டணியின்றி தனித்து நின்றால் 10% வாக்குகள் கூட வாங்க வக்கற்ற, #தமிழினத்துரோகி கருணாநிதி மவன் #சங்கி_ஸ்டாலின் தலைமையிலான திருட்டு நாடகக் கும்பல் தான் இந்த திமுக! #மக்களின்_சின்னம்_மைக் 🎙️ ",Sarcastic
"திராவிட மாடல் பரப்புரைகள்:
 தமிழ்நாட்டுல பால் ஆறும் தேன் ஆறும் ஓடுது தெரியுமா ?

மக்கள்: நடுக்கல்ல ஒருத்தன் நண்டு வறுத்து தின்னுட்டிருப்பான் அவன் கிட்ட உங்க பொய்களை சொல்லுங்கடா 

#திருட்டுதிமுக",Neutral
"MIC சின்னம் நன்றாக பரவி வருகிறது 

#Seeman | #NTK | #Loksabhaelection2024 | #IBCTamil ",Sarcastic
"என்ன குருநாதா ஸ்பெஷல் ஐட்டமா எறிஞ்சிருக்கானுக!

#AnnamalaiIPS #SellurKRaju #AnnamalaiTroll #EdappadiPalanisamy #sellurrajulatestspeech #SellurRaju #sellurrajutroll #EPS #epstroll #Edappadi #Thermocol #ennadapannivachirukinga ",Sarcastic
"சீமான் அண்ணனுக்கு சின்னமும் இல்ல, ஓட்டும் இல்ல - அண்ணாமலை

#Annamalai | #Seeman | #BJP | #NTK | #LokSabhaElection2024 | #ElectionWithPT ",Neutral
"சுரண்டல், ஊழலின் மற்றொரு பெயர் திமுக  - மேட்டுப்பாளையம் தேர்தல் பரப்புரையில் பிரதமர் மோடி குற்றச்சாட்டு

#NarendraModi #DMKFailsTN #Congress #DMK #Election2024 #JayaPlus ",Opinionated
"திருநெல்வேலி பாராளுமன்ற தொகுதி வேட்பாளர்  பா.சத்யா அவர்களுக்கு
வரிசை எண்: 7
#ஒலிவாங்கி_மைக் சின்னத்தில் வாக்களிக்க வேண்டும் 
#நாம்தமிழர் #நாம்தமிழர்கட்சி
#திருநெல்வேலி #நெல்லை
#நமதுசின்னம்_ஒலிவாங்கி
#NTK_Symbol_Mike  #Seeman #NTK #Seeman4TN #Seeman_Symbol_Mike 
#NTK4TN #nellai ",Positive
"வெறும் சொல் அல்ல.. செயல் 🔥

NTK FOR U❤

#சீமானின்_சின்னம்_ஒலிவாங்கி
#மக்களின்_சின்னம்_மைக் ",Neutral
"#BREAKINGNEWS : எதிர்க்கட்சி தலைவர் எடப்பாடி கே.பழனிசாமி செய்தியாளர் சந்திப்பு 
#aiadmk #aiadmk #aiadmknews #edappadikpalaniswami #edappadi #eps #epsnews #pressmeet #breakingnews #newsj #newsjtamil

",Substantiated
"#JUSTIN தள்ளு வண்டி கடையில் முட்டை தோசை சுட்டுக் கொடுத்து வாக்கு சேகரித்த வட சென்னை அதிமுக வேட்பாளர் ராயபுரம் மனோ
#RayapuramMano #ADMK #Chennai #ElectionCampaign #LokSabhaElection2024 #News18TamilNadu |  ",Sarcastic
"திராவிடம் என்பது தமிழை  பிடித்த பீடை!!

ஒலித்திடவும் திராவிடத்தையும்  அதை சார்ந்த கட்சிகளையும்

#கஞ்சாநிதி #DMKFailsTN 
#SayNoDravidiyans_Partys ",Opinionated
"இது திராவிட முன்னேற்றக் கழகம் நாடு 🔥

எந்த கொம்பனாலும் கழகத்த வீழ்த்த முடியாது 😎🖤❤️💥

நாடும் நமதே ! நாற்பதும் நமதே !

#Vote4DMK #Vote4INDIA #MKStalin
",Opinionated
"நல்ல பாட்டு 😂🔥😂
#தமிழ்பாடல் #தமன் #வாரிசு #Varisu #Vijay #Thaman #DMKFailsTN #VoteForNDA #VoteForPMK #VoteForBJP ",Opinionated
"தமிழக மண்ணில் தந்தையை இழந்த எனக்கு இங்கே ஒரு அண்ணனாக மு. க. ஸ்டாலின் இருக்கிறார்!

வேறு எந்த அரசியல் தலைவரையும் நான் அண்ணன் என அழைத்ததில்லை!

- ராகுல் காந்தி உருக்கம்! 💔

#Vote4India #RahulGandhi #MKStalin ",Positive
"மாஸ் னா என்னனு தெரியுமா.. மக்கள் சக்தி னா என்னன்னு தெரியுமா.. பார்.. நல்லா பார்.. பாசிசத்தோட போராடக்கூடாது.. அதை அழித்து ஒழிக்கணும்..! # தமிழ்நாடு டா..!

#Elections2024
#BJPFails
#BJPFailedIndia
#DMKAlliance
#Rahul_Gandhi
#MKStalin",Opinionated
"இந்த வீர வசனம் பேச்சால் தான் நாசமா போகுது அந்த கட்சி
#NTK #Seeman",Opinionated
"வாய்ப்பளியுங்கள் ஒரு முறை
வாழட்டும் நம் தலைமுறை
வாக்களியுங்கள் இம்முறை

நமது  #மைக் சின்னத்தில் 

தேர்தல் நாள் : 19.04.2024

#ntk #mic #parliamentelection2024 #pmelection #tamilnadu #tamil #april #2024 #pm #primeminister ",Positive
"சீமான் ஆட்சிக்கு வந்து.,
தமிழை காப்பார்...✊
தமிழ்நாட்டை காப்பார்...✊
தமிழ் மக்களை காப்பார்...✊

:- தவத்திரு குச்சனூர் கிழார்..🙏 ",Opinionated
JAMAL ALIYAR  பிளிஸ்   பேசுங்க  சென்னிலா,None of the above
சாதிய ஒழிச்சிட்டு இடஒதுக்கீடு எப்படி கொடுப்ப? | #seeman #edappadi #stali...  via,Opinionated
"இவ்வளவு வரி உயர்த்தியவர்களுக்கா உங்கள் வாக்கு சிந்தித்து செயல்படுங்கள்.. 
   
 
  
#ஒற்றைவிரலால்_ஓங்கிஅடிப்போம் 
#வெல்லட்டும்_இரட்டைஇலை 
#DMKFailsTN #DMKAlliance #TamilnaduNews ",Neutral
விதவைகள் மாநிலமாக மாத்துறது தான் #திருட்டுதிமுக வோட திட்டமா? #NoVoteToDMK,Opinionated
"BJP ஒரு மதக் கட்சி ; கூட்டணியில் எல்லாம் ஜாதிக்கட்சி - சீமான் | Seeman | NTK 

#ntk #bjp #seeman #LokSabhaElection2024 #News18tamilnadu ",Opinionated
Aravind Rao Studio  ரொம்ப நன்றி ங்கோவ்,None of the above
"தமிழ்தேசிய இன விடுதலை என்கிற பெரும் இலக்கை அடைய மூச்சை பேச்சாக்கி உயிரை உருக்கும் உழைப்பை கொட்டுகிறார் !

அவரால் போக முடியாத கிராம ஒன்றியங்கள் சிற்றூர்கள் என அனைத்து இடங்களுக்கும் நம் சின்னத்தை சேர்க்க வேண்டும்

வார இறுதியை முழுமையாக பரப்புரைக்கு ஒதுக்குங்கள் உறவுகளே !

#Seeman ",Positive
"  தோள்வி பயம் வந்துடுச்சு போல அரசுக்கு எதிராக சமூக வலைதளங்களில் பதிவிடுபவர்களை ஸ்டாலின் உள்ளூர் போலீசாரை பயன்படுத்தி கைது செய்தார் ஸ்ரீ மோடி மத்திய படைகளை தனக்கு சாதகமாக பயன்படுத்த முடியும் என்று காட்டுகிறார்
#DMKFailsTN",Opinionated
"

நமது கிழக்கு தொகுதியின் நேற்றைய களப்பணிகள்..

ஒளிரும் பதாகையுடன் ஈருருளியில் தொகுதியை வலம் வந்து பரப்புரை செய்த நமது உறவுகள்.. 

#நாம்தமிழர்கட்சி #சீமான்_சின்னம்_ஒலிவாங்கி #NTK_Symbol_Mic #Seeman ",Positive
"மக்கள் என் மீது வைத்திருக்கும் நம்பிக்கையை இந்த காணொளி வெளிப்படுத்துகிறது, நிச்சயம் பொள்ளாச்சியில் வெல்லுவோம்...

   

#Vasantharajan4Pollachi #DMKFAILSTN
#பொள்ளாச்சியில்_தாமரைஆட்சி #Vasanthcovaibjp #BJPTamilnadu #BJPcbesouth #NamoAgain2024 ",Positive
நடந்தா இல்ல எப்போதும் போல தவழ்ந்தா??? 😜😜😜 #ADMK #ammk #cinnamma #ttv #ops #edappadi,Positive
"திமுகவின் சட்டமன்ற உறுப்பினர் கு பிச்சாண்டியை திருவண்ணாமலையில் விரட்டியடிக்கும்  பட்டியலின மக்கள்.

#DMKfailsTN 
",Opinionated
"#அரசியல்Post | சிவகங்கை தொகுதி காங்கிரஸ் வேட்பாளர் கார்த்தி சிதம்பரத்தின் அரசியல் பதிவு!

#SunNews | #Sivagangai |  ",Neutral
"முதல்வர் பதவி, ரூ.1,000 கோடி பணம் தருவதாக சொன்னார்கள்.. ஆனால் 'நோ' சொல்லிவிட்டேன் சீமான் பரபரப்பு தகவல்

#Seeman #LokSabaElection2024 #NTK #TamilNadu 

",Sarcastic
"“தாய்மார்கள் பாசிச பாஜகவை ஒழிக்க தயாராகிவிட்டார்கள்.”

“திமுக தலைமையிலான இந்தியா கூட்டணி” சின்னத்திற்கு வாக்களிப்போம்.

“பாசிச பாஜகவை வீழ்த்தி, இழந்த நமது உரிமைகளை மீட்போம்.”

#Vote4DMK | #Vote4INDIA | #NoVoteToBJP | #NoVoteToADMK ",Opinionated
